#,courseNo,genEdType,isInter,isThOrInter,courseNameEn,courseNameTh,courseDescTh,courseDescEn
335,3404123,Social Science,,,LEGAL HISTORY,ประวัติศาสตร์กฎหมาย,ที่มาของกฎหมายไทย กฎหมายไทยตั้งแต่ยุคสุโขทัยจนถึงยุคก่อนการปฏิรูประบบกฎหมาย การปฏิรูประบบกฎหมายและกระบวนการยุติธรรมของไทย กำเนิดและวิวัฒนาการของระบบกฎหมายต่าง ๆ ที่สำคัญ ตลอดจนอิทธิพลของระบบกฎหมายดังกล่าวที่มีต่อกฎหมายของนานาประเทศ รวมทั้งประเทศไทย,"Sources of Thai laws; Thai laws from Sukhothai era to pre-reforming era of Thai legal system; legal system and Thai judicial process reformation; origin and evolution of major legal systems, including their influences upon various countries including Thailand."
336,3404124,Social Science,,,LAW AND SOCIETY,กฎหมายกับสังคม,"ความสัมพันธ์ระหว่างสังคม รัฐ กับกฎหมาย ทฤษฎีและแนวคิดสังคมวิทยาทางกฎหมาย ปฏิสัมพันธ์ระหว่างกฎหมายกับสังคมที่มีผลต่อกระบวนการสร้างกฎเกณฑ์แห่งกฎหมาย การบังคับใช้กฎหมายและการปฏิบัติตามกฎหมายในสภาพความเป็นจริงของสังคม กรณึศึกษาและสถานการณ์จำลองบทบาทของกฎหมายกับสังคมในมิติทางเศรษฐกิจ สังคม การเมือง วัฒนธรรม และสิ่งแวดล้อม กฎหมายกับการพัฒนาประเทศ การพัฒนาโครงสร้างพื้นฐานของระบบกฎหมาย ","Relationship among society, state and law; theories and concepts of sociology of law; interaction between law and society affecting law-making, law-enforcement and law-complying processes in reality; case studies and simulation on roles of law and society in socio-economic, political, cultural, and environmental dimensions; law and country development; development of legal infrastructure."
337,3404128,Social Science,,,LEGAL LOGICS AND LEGAL LANGUAGE,นิติตรรกศาสตร์และการใช้ภาษากฎหมาย,หลักตรรกศาสตร์เบื้องต้นที่เป็นประโยชน์ต่อการเรียนนิติศาสตร์ โดยเน้นกระบวนการหาเหตุผล การรู้จักใช้เหตุและผล รวมถึงการนำเสนอความคิดอย่างเป็นระบบ การใช้ภาษากฎหมายไทย โดยเน้นทั้งทักษะในการอ่าน การพูด และการเขียน,"Basic logic principles beneficial to studying legal science, with emphasis on reason finding processes; utilization of causes and effects, including systematic presentation of ideas. Using of legal language in reading speaking and writing."
338,3404129,Social Science,,,LEGAL ETHICS,จริธรรมและปรัชญาพื้นฐานสำหรับนักกฎหมาย,ศึกษาความหมาย วิวัฒนาการหลักการและสาระสำคัญของจริยธรรมทางกฎหมายและปรัชญากฎหมายที่จำเป็นและเป็นพื้นฐานสำหรับการศึกษาและประกอบอาชีพทางนิติศาสตร์,"Study of necessary and basical meaning, evolution' concepts and principles of legal ethics, for studying and working in law profession."
339,3404130,Social Science,,,LAW AND ECONOMICS,นิติเศรษฐศาสตร์,การวิเคราะห์กฎหมายในเชิงเศรษฐศาสตร์ โดยพิจารณาถึงหัวข้อในวิชานิติศาสตร์ต่าง ๆ ซึ่งรวมถึงกระบวนการยุติธรรม ละเมิด ทรัพย์สิน สัญญา เศรษฐศาสตร์พฤติกรรม การแข่งขันทางการค้า และหัวข้ออื่น ๆ ที่เกี่ยวข้อง,"Students will learn hoe to analyses different aspect of law through the lens of economics. The topics include law and economics analyses of different legal topics including, but not limited to, litigation, tort, property, contract, behavioral economics, competition law, etc."
340,3404131,Social Science,,,FREEDOM OF ASSEMBLY AND LAW,เสรีภาพในการชุมนุมกับกฎหมาย,บทบาทและคุณค่าของเสรีภาพในการชุมนุมในสังคมประชาธิปไตย แนวคิดทั่วไปและลักษณะสำคัญของเสรีภาพในการชุมนุมภายใต้กฎหมายสิทธิมนุษยชนระหว่างประเทศ มาตรฐานสากลในการดูแลการชุมนุมสาธารณะ การจำกัดเสรีภาพในการชุมนุมผ่านกลไกทางกฏหมาย การควบคุมฝูงชน หลักการสลายการชุมนุมและการปราบจราจล พระราชบัญญัติการชุมนุมสาธารณะ พ.ศ. 2558 หลักการพื้นฐานของกฎหมายมหาชนและกฎหมายรัฐธรรมนูญ,"Roles and values of freedom of assembly in a democratic society, general concept and important characteristics of freedom of assembly under international human right law, international standards or regulating the principle of public assembly, restricting freedom of assembly through legal mechanisms; crowd control; crowd dispersal and suppression of unrest; Public Assembly Act B.E. 2558, basic principles of public law and constitution law."
341,3404201,Social Science,,,LAW AND ACCOUNTING,กฎหมายกับการบัญชี,ความสัมพันธ์ระหว่างกฎหมายกับการบัญชี หลักการเบื้องต้นเกี่ยวกับการบัญชี แนวคิดและหลักการบัญชีที่สำคัญ การวิเคราะห์ประเด็กกฎหมายและภาษีอากรที่มีข้อพิจารณาทางการบัญชีเข้ามาเกี่ยวข้อง กฎหมายเกี่ยวกับการบัญชี และการกำกับวิชาชีพบัญชี,"Relationship between law and accounting, introduction to accounting, major accounting concept and principles, analysis of legal and tax issues with accounting consideration, laws relating to accounting and supervision of accounting profession."
342,3404202,Social Science,,,ECONOMIC ANALYSIS OF LAWS AND IMPLICATION FOR BUSINESS,การวิเคราะห์กฎหมายในเชิงเศรษฐศาสตร์และนัยต่อธุรกิจ,การวิเคราะห์เชิงเศรษฐศาสตร์เกี่ยวกับความสัมพันธ์ระหว่างกฎหมายเอกชนกับวัฏจักรทางเศรษฐกิจ การวิเคราะห์เชิงเศรษฐศาสตร์และนัยต่อธุรกิจเกี่ยวกับกฎหมายและคำพิพากษาเกี่ยวกับทรัพย์สิน สัญญา และละเมิดกฎหมายความรับผิดในความเสียหายที่เกิดขึ้นจากสินค้าไม่ปลอดภัย กฎหมายมหาชนทางเศรษฐกิจ และกฎหมายเกี่ยวกับการกำกับดูแลการผูกขาด,"Economic  analysis of relationship between private laws and economic circle; economic analysis and implication for business and implication for business concerning property, contract and tort laws; product liability law public economic laws and anit - monopoly laws."
343,3404307,Social Science,,,LEGAL RESEARCH,การวิจัยเบื้องต้นทางนิติศาสตร์,หลักและวิธีการขั้นพื้นฐานสำหรับการวิจัยทางนิติศาสตร์,"Basic principles and methods concerning legal research."
344,3404405,Social Science,,,LEGAL ETHICS,จริธรรมสำหรับนักกฎหมาย,ศึกษาความหมาย วิวัฒนาการของจริยธรรมทางกฎหมาย หลักการและสาระสำคัญของจริยธรรมทางกฎหมายสำหรับนักกฎหมายทั่วไป และนักกฎหมายที่ประกอบอาชีพเฉพาะด้าน ทั้งทนายความ อัยการ และผู้พิพากษา โดยเน้นจริยธรรมในการประกอบอาชีพทั้งทางด้สนจิตใจละบทบัญญัติกฎหมายที่เกี่ยวข้อง,"Study of meaning, evolution of legal ethics, concepts and principles of legal ethics for general lawyers and specialized legal professionals including lawyer, public prosecutors, and judges; with an emphasis on professional responsibility in mental perspective and relating legislation."
345,3404450,Social Science,,,"UNDERSTANDING CHINA LAW, ECONOMY, AND POLITICS",เข้าใจจีนด้านกฎหมาย เศรษฐกิจ และการเมือง,ประวัติศาสตร์และลักษณะพิเศษของระบบเศรษฐกิจ การเมือง และกฎหมายของประเทศจีน ทิศทางการปฏิรูปเศรษฐกิจ การเมือง และกฎหมายของประเทศจีน ข้อคิดในการติดต่อประสานสัมพันธ์ระหว่างประเทศไทยกับประเทศจีน,"History and unique characteristics of Chinese economic, Political and legal systems; directions of Chinese economic, political and legal reforms; lessons obtained from Thai-Chinese relations."
346,3404500,Social Science,,,ENVIRONMENTAL LAW AND SOCIETY,"กฎหมายสิ่งแวดล้อมกับสังคม  ","ลักษณะพิเศษของปัญหาสิ่งแวดล้อม หลักการของกฎหมายสิ่งแวดล้อม หลักการของกฎหมายสิ่งแวดล้อม เครื่องมือและกลไกทางกฎหมายในการแก้ไขปัญหาสิ่งแวดล้อม ความรับผิดต่อความเสียหายทางสิ่งแวดล้อม ประเด็นปัญหาสิ่งแวดล้อมในปัจจุบันและประสิทธิภาพของกฎหมายสิ่งแวดล้อมในการแก้ไขหรือรับมือกับปัญหา การนำเอากลไกลทางกฎหมายมาประยุกต์ใช้อย่างเหมาะสม เพื่อแก้ปัญหาสิ่งแวดล้อมตามบริบททางสังคม  ","Characteristics of environmental problems, principles of environmental law, legal instruments and mechanisms in solving environmental problems; liability for environmental damage; current environmental issues and efficiency of legal solutions in solving or handling the problems; application of legal mechanisms to solve environmental problems according to social contexts.  "
347,3405102,Social Science,,,INTRODUCTION TO INTERNATIONAL LAW,ความรู้เบื้องต้นเกี่ยวกับกฎหมายระหว่างประเทศ,การศึกษาเชิงวิเคราะห์หลักพื้นฐานของกฎหมายระหว่างประเทศ ทั้งกฎหมายระหว่างประเทศแผนกคดีเมืองและคดีบุคคล กฎหมายระหว่างประเทศเฉพาะเรื่อง และกระบวนการระงับข้อพิพาทระหว่างประเทศ,"Analytical study of general principles of international law, both public and private international law, as well as international law concerning particular issuse and international dispute settlement mechanisms."
348,3494101,Social Science,,,LAWS AND HUMAN RESOURCE MANAGEMENT,กฎหมายกับการบริหารทรัพยากรมนุษย์,ความรู้เบื้องต้นเกี่ยวกับกฎหมายไทย กฎหมายต่าง ๆ ที่เกี่ยวข้องกับการบริหารทรัพยากรมนุษย์ ได้แก่ กฎหมานคุ้มครองแรงงาน กฎหมายแรงงานสัมพันธ์ กฎหมายเงินทดแทน และกฎหมายประกันสังคม,"Introduction to Thai law; law relating to human resource management, including Labor Protection Law, Labor Relations Law, Worsmen’s Compensation Law and Social Security Law."
349,3500303,Social Science,,,ART HISTORY THROUGH FILM,ประวัติศาสตร์ศิลปะจากภาพยนต์,แนวคิดประวัติศาสตร์ศิลปะตะวันตก แนวทางที่ศิลปินให้เหตุการณ์ต่าง ๆ ที่เกิดขึ้นในสังคมโลกในงานศิลปะของตน พัฒนาการของศิลปะโลกซึ่งมีความต่อเนื่องหรือมีผลกระทบมาถึงปัจจุบัน การนำองค์ความรู้ดังกล่าวไปปรับใช้ในแนวปฏิบัติเฉพาะตน,"Concepts of Western art history; guidelined for artists to apply events which happened in global society in their art work; development of art which has continued or has affected the present; applying the knowledge obtained to individual practices"
350,3500304,Social Science,,,FUNDAMENTAL ART AND CULTURAL MANAGEMENT,การจัดการศิลปะและวัฒนธรรมเบื้องต้น,ความรู้และทักษะเพื่อความเข้าใจและพัฒนาการด้านการจัดการทางศิลปะและวัฒนธรรม การเขียนโครงการ การวางแผนกิจกรรม กรณีศึกษา กฎหมายลิขสิทธิ์ การจัดการศิลปะและวัฒนธรรมเชิงสหวิทยาการ การแนะแนวอาชีพที่เกี่ยวข้องกับการจัดการทางศิลปะและวัฒนธรรม,"Knowledge and skills for understanding and developing art and cultural management; proposal writing; activity planning; case studies; copy rights law; multidisciplinary management of art and culture; career path counseling in art and cultural management."
351,3500305,Social Science,,,CURATORIAL STUDIES,การศึกษาภัณฑารักษ์,"ความพื้นฐานในการปฏิบัติงานของภัณฑารักษ์ การจัดนิทรรศการ, การทำงานในพิพิธภัณฑ์, และการจัดการองค์ความรู้ในเชิงสหวิทยาการที่สัมพันธ์กับบริบทของความเป็นภัณฑารักษ์ รามถึงการนำกระบวนการภัณฑารักษ์ไปใช้ในยุคดิจิทัล","Fundamental knowledge of curatorial practices; organizing exhibitions; working in museums; management of the knowledge in multidisciplinary fields in relation to curatorial context; including applying curatorial process to practices in the digital age."
352,3500111,Humanities,,,INTRODUCTION TO FINE AND APPLIED ARTS,"ศิลปกรรมปริทรรศน์  ",ขอบเขต ความหมาย ประวัติศาสตร์ และวิวัฒนาการของงานศิลปกรรมโลก หลักการพื้นฐานของงานด้านทัศน์ศิลป์ นฤมิตศิลป์ ดุริยางค์ศิลป์ และนาฏศิลป์,"Scope, meaning, history and development of the world's fine and applied arts works; basic principles of visual arts, creative arts, music and dance.  "
353,3501120,Humanities,,1,HISTORY OF WESTERN ART I,"ประวัติศิลปะตะวันตก  ",ศึกษาและวิเคราะห์วิวัฒนาการในงานจิตรกรรม ประติมากรรม สถาปัตยกรรม และงานศิลปกรรมอื่นๆ ตั้งแต่สมัยก่อนประวัติศาสตร์ จนถึงสมัยจนตนิยมของอารยธรรมตะวันตก เน้นถึงอิทธิพลของประวัติศาสตร์ การเมือง สังคม ปรัชญา และศาสนา ที่มีต่อศิลปะตะวันตก,"Study and analysis of the development of paintings, sculptures, architectures and other works of art dating from the pre-historic period to the modern age in western civilization, emphasizing the historical, political, social, philosophical, and religious influences on western arts. "
354,3501214,Humanities,,,THAI ARTS I,"ศิลปะไทย1  ",ศึกษาความสำคัญของศิลปะไทย คุณค่าของงานศิลปะไทยโบราณ ตลอดจนแนวความคิดพื้นฐานวัฒนธรรมไทย ที่สะท้อนออกมาในงานศิลปกรรมแขนงต่างๆ 2. ศึกษาลักษณะและความหมายของศิลปะไทยแขนงต่างๆ,"Study and analysis of Thai Arts (Buddhist Art) : Architecture, Mural Painting, The Buddha Images and Decorations. 2. Emphasizing the influence of Thai Arts from the past to the present day. "
355,3501217,Humanities,,,EARLY MODERN ART (15TH-17TH CENTURIES),"ศิลปะยุคต้นสมัยใหม่  ",ผลงานศิลปะตะวันตกในยุคต้นสมัยใหม่ตั้งแต่คริสต์ศตวรรษที่ 15-17 ที่มีเนื้อหาเกี่ยวกับศาสนาโดยเฉพาะพระคัมภีร์ใหม่และตำนานเกี่ยวกับเทพและบุคคลสำคัญในสมัยกรีก-โรมันโบราณ เน้นงานจิตรกรรมและประติมากรรมที่สร้างในทวีปยุโรป,"Western art objects in the early modern period from the 15th-17th centuries as related to religion, particularly the new testament and myths about important gods, goddesses and people of ancient Greece and Rome; focusing on paintings and sculptures created in Europe."
356,3501222,Humanities,,,HISTORY OF ORIENTAL ART I,"ประวัติศิลปะตะวันออก  ",ศึกษาศิลปะอินเดียตั้งแต่อารยธรรมลุ่มนํ้าสินธุ ถึงศิลปะสมัยอิสลามด้านรูปแบบศิลปะ (Style) วิวัฒนาการ ตลอดจนแนวความคิด ความหมายทางประติมานวิทยา (iconography) ที่แสดงออกมาในงานศิลปกรรมแขนงต่างๆ 2. ศึกษาอิทธิพลศิลปะอินเดีย ที่มีต่อภูมิภาคเอเชียใต้และเอเชียตะวันออกเฉียงใต้ อาทิศิลปะลังกา ศิลปะพม่า จากหลักฐานโบราณคดีและประวัติศาสตร์ศิลปะ,"Study and analysis of the originated and development of India Art from the prehistoric age to Isbmic Art. 2. Emphasizing the influence from India Art to Sri Lanka and South Asian Art."
357,3501224,Humanities,,,HISTORY OF THAI ART,ประวัติศิลปะไทย,ศึกษาและวิเคราะห์วิวัฒนาการของศิลปะไทย ทั้งด้านจิตรกรรม ประติมากรรม สถาปัตยกรรม หัตถกรรม และงานศิลปะอื่นให้รู้ถึงรูปแบบ ลักษณะเฉพาะคุณค่าของศิลปะไทย ตลอดจนอิทธิพลและผลกระทบของศิลปะจากประเทศใกล้เคียงในภูมิภาคเอเชียตะวันออกเฉียงใต้,"Course Description: Study and analysis of the development of painting sculpture, architecture, crafts, and other forms of Thai art, emphasizing design, characteristics and Thai art value, including influences on Southeast Asian art."
358,3502222,Humanities,,,HISTORY OF CREATIVE ARTS I,"ประวัติศาสตร์นฤมิตศิลป์ 1       ",แนวนิยมทางศิลปะของการออกแบบนฤมิตศิลป์ ภาวะแวดล้อมทางสังคมและวัฒนธรรมตั้งแต่ศตวรรษที่18 จนถึงสงครามโลกครั้งที่ 1,"Course Description: A survey of the creative art movements and the social and cultural environments from the Industrial Revolution period to the present."
359,3502271,Humanities,,,HISTORY OF FASHION,"ประวัติศาสตร์แฟชั่น  ",ประวัติศาสตร์แฟชั่น พัฒนการเครื่องแต่งกายจากสมัยบุพกาลจนถึงปัจจุบัน เครื่องแต่งกายในอารยธรรมตะวันตกและอิทธิพลที่มีต่อการออกแบบแฟชั่นสมัยใหม่,"History of Fashion; the development of fashion from the earliest time to the present, fashion in western civilization and its influence on modern fashion design."
360,3502272,Humanities,,,HISTORY OF GRAPHIC DESIGN,"ประวัติศาสตร์การออกแบบเรขศิลป์  ",ผลงานและแนวคิดในการออกแบบเรขศิลป์อย่างกว้างตั้งแต่ยุคก่อนประวัติศาสตร์จนถึงปัจจุบันที่มีอิทธิพลต่อความคิดสร้างสรรค์และการเคลื่อนไหวด้านการออกแบบในงานเรขศิลป์,"Graphic works and broad concept of Graphic Creation from prehistoric era to the present time that influence creative ideas and design movement on graphic design. "
361,3503101,Humanities,,1,CLASSICAL MUSIC ON SCREEN,"เพลงคลาสสิกบนจอเงินและจอแก้ว ",การพัฒนาการของดนตรีคลาสสิกตั้งแต่ยุคเรอเนสซองส์จนถึงปัจจุบัน เครื่องดนตรีและการประสมวง คีตกวีที่มีชื่อเสียงและผลงาน การฟังเพลงคลาสสิกที่ใช้ประกอบภาพยนตร์และรายการโทรทัศน์ในรูปแบบต่างๆ,"Develop of classical music from the Renaissance period to the present; musical instruments and ensembles; master composers and their work; experiencing different types of classical music on screen."
362,3503111,Humanities,,1,INTRODUCTION TO CLASSICAL MUSIC,"ดนตรีคลาสสิกปริทรรศน์  ",พัฒนาการของดนตรีคลาสสิกตั้งแต่ยุคเรอเนสซองส์จนถึงปัจจุบัน เครื่องดนตรีและการประสมวง ประวัติคีตกวีที่มีชื่อเสียงและผลงาน การฟังเพลง การเข้าชมการแสดงดนตรี โดยเน้นความซาบซึ้งในดนตรีและมารยาทที่ดีของผู้ฟังคอนเสิร์ต,"Development of classical music from the Renaissance period to the present; musical instruments and ensembles; master composers and their works; music listening; concert attendances, emphasizing music appreciation and appropriate manner of concertgoers."
363,3600202,Science-Mathematic,,,NUTRITION," โภชนาการ  ",ความสำคัญของอาหารที่มีต่อมนุษย์ อิทธิพลของสารอาหารต่อสุขภาพอนามัย การประเมินภาวะโภชนาการ ปัญหาโภชนาการ และความรู้เกี่ยวกับโภชนาการในการปรับปรุงภาวะโภชนาการของตนเอง ครอบครัว และชุมชน,"The importance of nutrition; effects of nutrients on health; problems and individual nutritional requirements for people of different ages, in good health or in illness; application of nutritional knowledge to improve nutrition for oneself, family and the community."
364,3600204,Science-Mathematic,,,HEALTHY SEXUALITY,"เพศศาสตร์สุขภาพ  ",เพื่อให้นิสิตมีความรู้ ความเข้าใจเกี่ยวกับความเชื่อและวัฒนธรรมในเรื่องเพศ บทบาทหญิง ชาย กำเนิดของชีวิต การเจริญเติบโตและพัฒนาการทางเพศ ทฤษฎีเพศศาสตร์ ความเบี่ยงเบนและความผิดปกติ ทางเพศ และสามารถป้องกันตนเองจากโรคและปัญหาเกี่ยวกับเพศสัมพันธ์ และวางแผนชีวิตสมรสของตนได้,"Nature of sexuality; belief and cultures related to sexuality; gender roles; life origin; sexual growth and development; theory of sexuality; sex deviation and abnormality; disease prevention and problems related to sexuality; marital life and family planning."
365,3600205,Science-Mathematic,,,FAMILY HEALTH CARE,"การดูแลสุขภาพครอบครัว  ",แนวคิดพื้นฐานเกี่ยวกับสุขภาพ พัฒนาการของครอบครัว ปัจจัยที่มีผลต่อภาวะสุขภาพของบุคคล และความต้องการด้านสุขภาพของบุคคลตามวัย และ / หรือ ระยะพัฒนาการของครอบครัว บทบาทของบุคคลและครอบครัวในด้านสุขภาพ การส่งเสริมสุขภาพและการบริการด้านสุขภาพ เพื่อการดูแลสุขภาพเบื้องต้นของบุคคลทั้งในภาวะปกติ ภาวะเสี่ยงต่อการเจ็บป่วย และภาวะเจ็บป่วย,"Basic concept of health; family development; factor effecting individual’s health and health needs according to age and/or family development stage; roles of individuals and family in health; health promotion and health service for primary case of individual under health, at-risk, and ill conditions."
366,3600206,Science-Mathematic,,,COMMUNITY HEALTH DEVELOPMENT,"การพัฒนาสุขภาพชุมชน  ",ภาวะสุขภาพของประชาชนไทยและปัจจัยที่เกี่ยวข้อง ลักษณะชุมชนไทย ชุมชนต่างวัฒนธรรม การปฏิรูประบบบริการด้านสุขภาพ หลักการและแนวโน้มการพัฒนาสุขภาพชุมชน การประเมินและวินิจฉัยชุมชน การส่งเสริมสุขภาพบุคคลวัยต่างๆ การพัฒนาสุขภาพครอบครัว การระดมทรัพยากรในการพัฒนาสุขภาพชุมชน บทบาทของผู้นำชุมชนและสมาชิกในการพัฒนาสุขภาพ สิ่งแวดล้อม และสังคม การประเมินผลลัพธ์ในการพัฒนาสุขภาพชุมชน วิเคราะห์กรณีศึกษาในการพัฒนาชุมชนที่หลากหลาย,"Health status of Thai people at the present time and related factors; Thai community characteristics; communities in different cultures; health care delivery system reform, principles and trends of community health development; community assessment and diagnosis; health promotion for people in different ages; family health, development; pulling resources for community health development role of community leaders and members in health, environment and society development; outcomes evaluation in community health development; case study analysis in diverse community health development."
367,3600207,Science-Mathematic,,,HEALTHY LIVING,"การดำรงชีวิตอย่างผาสุก  ",ความหมายของสุขภาพ ภาวะสุขภาพแนวองค์รวม ภาวะปกติ ภาวะเสี่ยงต่อการเจ็บป่วย และภาวะเจ็บป่วย ระบบการทำงานของร่างกายเพื่อการดำรงชีวิต ความสมดุลของร่างกาย จิตใจ อารมณ์ สังคม และจิตวิญญาณ ปัจจัยของการมีสุขภาพดี การดำรงชีวิตอย่างมีคุณภาพของคนในสังคมเมืองและชนบทตามการเปลี่ยนแปลงของภาวะเศรษฐกิจ สังคมและเทคโนโลยีในยุคข้อมูลข่าวสาร แนวคิดของการสร้างเสริมสุขภาพแนวองค์รวม และแนวคิดการดูแลสุขภาพตนเอง การจัดการในปัญหาสุขภาพที่พบบ่อยโดยใช้แนวคิดสุขภาพทางเลือก,"Health definition, holistic health well-being, health risk and illness physical functioning to maintain physical, psychology, social and spiritual equilibrium, factors related to health and quality of life of people in urban and rural areas in accordance with socio-economic changes and program of information technology; holistic health promotion concept and self-care concepts; alternative in health care in order to manage health problems."
368,3600208,Science-Mathematic,,,TOBACCO ALCOHOL AND HEALTH,"ยาสูบและเครื่องดื่มแอลกอฮอล์กับสุขภาพ  ",สถานการณ์ปัจจุบันและแนวโน้มการบริโภคยาสูบและเครื่องดื่มแอลกอฮอล์ พิษภัยของบุหรี่ ผลิตภัณฑ์ยาสูบอื่น ๆ และสุราต่อสุขภาพ โรคที่เกิดจากการสูบบุหรี่ และการได้รับควันบุหรี่ ผลกระทบจากการดื่มสุรา การป้องกัน ปัญหาจากการสูบบุหรี่และดื่มสุรา แนวทางปฏิบัติเพื่อเลิกบุหรี่และดื่มสุรา การดูแลช่วยเหลือผู้ที่เลิกสูบบุหรี่และดื่มสุรา ผลกระทบทางเศรษฐกิจและสังคมจากพิษภัยบุหรี่และสุรา กลยุทธของอุตสาหกรรมบุหรี่และสุรา มาตรการต่าง ๆ ในการควบคุมการบริโภคยาสูบและเครื่องดื่มแอลกอฮอล์ กฎหมายและข้อบังคับที่เกี่ยวข้องกับการควบคุมการบริโภคยาสูบและเครื่องดื่มแอลกอฮอล์,"Current situation and trend in tobacco and alcohol use; danger of smoking, other tobacco products, and alcohol drinking; smoking-related diseases and secondhand smoke; adverse effects of alcohol drinking; prevention of drinking problems and tobacco use; practice guidelines for cessation of smoking and drinking; help and support for people who stop smoking or drinking; economic and social effects of tobacco use and alcohol drinking; tobacco and alcohol industry strategies; tobacco and alcohol control strategies; laws and regulations related to tobacco and alcohol control."
369,3600209,Science-Mathematic,,,EMERGENCY AND DISASTER CARE,"การดูแลในภาวะฉุกเฉินและภัยพิบัติ  ",ความรู้เบื้องต้นเกี่ยวกับการดูแลในภาวะฉุกเฉินและภัยพิบัติที่อาจเกิดขึ้นได้ในชีวิตประจำวัน การวิเคราะห์ปัญหา ปัจจัยที่เกี่ยวข้อง ผลกระทบ แนวทางการป้องกัน วิธีการปฏิบัติและการดูแลที่ถูกต้องทั้งก่อนและขณะนำผู้ป่วยส่งโรงพยาบาล แนวทางการจัดการที่ได้มาตรฐานเพื่อรองรับภัยพิบัติและการส่งเสริมให้ชุมชนมีส่วนร่วมเมื่อเกิดเหตุการณ์,"Basic knowledge about emergency and disaster care in everyday life; analysis of problems, related factors, impacts, preventive guidelines; proper treatment and care prior to during referring the patient to hospital; standard guidelines in disaster management and promotion of communities' participation during the disaster."
370,3600301,Science-Mathematic,,,NUTRITION FOR HEALTH,โภชนาการเพื่อสุขภาพ,แนวคิดเบื้องต้นเกี่ยวกับโภชนาการเพื่อสุขภาพ การรับประทานอาหารเพื่อสุขภาพ การเข้าถึงแหล่งข้อมูลอาหารเพื่อสุขภาพ การประเมินภาวะโภชนาการและความต้องการอาหารในคนที่มีภาวะสุขภาพดีและผู้ป่วยโรคเรื้อรัง การวางแผนและประยุกต์การจัดโปรแกรมอาหารเพื่อสุขภาพสำหรับคนที่มีภาวะสุขภาพดีและผู้ป่วยโรคเรื้อรัง,"Basic concept of nutrition for health; healthy eating; access to healthy diet resources; nutritional assessment and need for healthy people and chronically ill patients; and applying a healthy food program for healthy people and chronically ill patients."
371,3600302,Science-Mathematic,,,WELLNESS SOCIETY,สังคมสุขภาวะ,ภาวะสุขภาพของคนไทยในปัจจุบันและปัจจัยที่เกี่ยวข้อง ลักษณะสังคมไทย สังคมต่างวัฒนธรรม การปฏิรูประบบบริการด้านการดูแลสุขภาพ หลักการและแนวโน้มการพัฒนาสังคมสุขภาพวะ ประเมินสังคมสุขภาวะ การส่งเสริมสังคมสุขภาวะ การระดมทรัพยากรในการส่งเสริมสังคมสุขภาวะ บทบาทของผู้นำและสมาชิกชุมชนในการส่งเสริมสังคมสุขภาวะ สิ่งแวดล้อมและการพัฒนาสังคม การประเมินผลลัพธ์ในการพัฒนาสังคมสุขภาวะ วิเคราะห์กรณีศึกษาเกี่ยวกับการส่งเสริมสังคมสุขภาวะ ที่หลากหลายและการศึกษาดูงาน การจัดทำโครงการส่งเสริมสังคมสุขภาวะ,"Health status of Thai people at the present time and related factors; Thai social characteristics; society of different cultures; health-care service system reform, principles of and trends in wellness society development; wellness society assessment; wellness society promotion; mobilizing resources for wellness society promotion; role of community leaders and members in wellness society promotion environment and society development; evaluation of outcomes of wellness society development; case-study analysis of diverse wellness society promotion and study tour; setting up a wellness society promotion project."
372,3600303,Science-Mathematic,,,DISASTER SURVIVORS AND EMERGENCY CARE,การดูแลผู้ประสบภัยพิบัติและภาวะฉุกเฉิน,หลักการและแนวคิดในการจัดการ การป้องกัน การดูแลและฟื้นฟูเมื่อเกิดภัยพิบัติและเหตุฉุกเฉิน แนวทางการปฏิบัติตนทั้งก่อน ขณะ และหลังเกิดภัยพิบัติและเหตุฉุกเฉิน แนวทางการดูแลและการปรับวิถีการดำเนินชีวิตปกติแบบใหม่ของผู้ประสบภัยพิบัติและเหตุฉุกเฉิน วิธีการและปฎิบัติการทางคลินิกในการช่วยฟื้นคืนชีพ หลักการและปฎิบัติการเคลื่อนย้ายเพื่อส่งต่อไปรับการรักษาอย่างปลอดภัย,"Principles and concepts in management, prevention, caring and rehabilitation during disasters and emergencies; practice guidelines before during and after the disasters and emergencies; caring guidelines and adjustment of the new normal lifestyle for victim affected by disaster and emergencies; methods and clinical practices in the cardiopulmonary resuscitation; principles and practice in safety transfer to treatment."
